,DiaChi,GiaBan,DuAn,DienTich(m2),TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem,Quan
5927,"Đường Vĩnh Viễn, Phường 7, Quận 11, Tp Hồ Chí Minh",1.72,"Chung cư Lý Thường Kiệt, Q11",40.0,Đã bàn giao,43.0,1.0,1.0,,,,Đông Nam,Đông Nam,, Quận 11
5928,"Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.53,Lotus Sen Hồng ( Violet Tower ),52.0,Chưa bàn giao,29.42,2.0,2.0,12.0,,,,Đông Bắc,, Thành phố Thủ Đức
5929,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",6.5,Vinhomes Central Park,72.0,Đã bàn giao,90.28,2.0,,24.0,,,,,, Quận Bình Thạnh
5930,"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.7,Masteri Thảo Điền,38.0,Chưa bàn giao,71.05,1.0,1.0,,,,Đông Bắc,Tây Nam,, Thành phố Thủ Đức
5931,"53, Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",1.8,Phú Thạnh Apartment,60.0,Đã bàn giao,30.0,2.0,1.0,,Giấy tờ khác,,,,, Quận Tân Phú
5932,"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",4.7,Saigon Pearl,90.0,Đã bàn giao,52.22,2.0,2.0,,,,,,, Quận Bình Thạnh
5933,"Cầu An Lộc, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",2.65,,63.0,Đã bàn giao,42.06,2.0,1.0,17.0,,,Nam,Bắc,, Quận 12
5934,"Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh",3.1,Asiana Capella,63.0,Đã bàn giao,49.21,2.0,2.0,10.0,,,,Tây Bắc,, Quận 6
5935,"Chung Cư Tầng Trệt Trần Kế Xương, Đường Trần Kế Xương, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",4.2,,52.0,Đã bàn giao,80.77,2.0,2.0,,,,,Đông Bắc,, Quận Phú Nhuận
5936,"49C, Đường Lê Quang Kim, Phường 8, Quận 8, Tp Hồ Chí Minh",2.75,Diamond Lotus Riverside,50.0,Đã bàn giao,55.0,1.0,,,,Nội thất cao cấp,,,, Quận 8
5937,"36A, Đường số 4, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.7,,87.1,Đã bàn giao,31.0,2.0,,2.0,,,,Đông Nam,, Thành phố Thủ Đức
5938,"đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",2.6,Chung cư Hà Kiều,47.0,Đã bàn giao,55.32,2.0,1.0,1.0,,,,Đông Bắc,, Quận Gò Vấp
5939,"171A, Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",5.0,,96.0,Chưa bàn giao,52.08,3.0,2.0,16.0,,,,,, Quận Tân Bình
5940,"1, Đường Trần Văn Danh, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",5.0,,96.0,Chưa bàn giao,52.08,3.0,2.0,16.0,,,,,, Quận Tân Bình
5941,"Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",3.999,,66.5,Chưa bàn giao,60.14,2.0,2.0,4.0,,,Nam,Bắc,, Quận Gò Vấp
5942,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.4,Saigon Riverside Complex Q7,67.0,Đã bàn giao,35.82,2.0,2.0,23.0,,,,,, Quận 7
5943,"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.59,Conic Riverside,50.0,Chưa bàn giao,31.8,1.0,1.0,5.0,,,,Đông Bắc,, Quận 8
5944,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh",2.15,Hà Đô Centrosa Garden,57.0,Đã bàn giao,37.72,1.0,,,,,,,, Quận 10
5945,"Nguyễn Thị Nhỏ, Phường 15, Quận 11, Tp Hồ Chí Minh",2.35,Chung cư Phú Thọ,65.0,Chưa bàn giao,36.15,2.0,1.0,,,Nhà trống,,,, Quận 11
5946,"Số 685, Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",3.9,Oriental Plaza (Âu Cơ Tower),106.5,Chưa bàn giao,36.62,3.0,3.0,,,,Bắc,Nam,, Quận Tân Phú
5947,"Chung Cư Ngô Tất Tố 76B, Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh",2.55,,74.0,Đã bàn giao,34.46,2.0,1.0,3.0,,,,Tây,, Quận Bình Thạnh
5948,"Đường Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",1.05,,54.0,Chưa bàn giao,19.44,2.0,2.0,,,,,,, Huyện Bình Chánh
5949,"Số 125 Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Thành phố Hồ Chí Minh, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.5,The CBD Premium Home,80.0,Đã bàn giao,43.75,2.0,1.0,,,,,,, Thành phố Thủ Đức
5950,"Hòa Hảo, Phường 2, Quận 10, Tp Hồ Chí Minh",3.3,,65.0,Đã bàn giao,50.77,2.0,2.0,2.0,,,,,, Quận 10
5951,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.9,Precia,50.0,Đã bàn giao,58.0,1.0,,,,,,,, Thành phố Thủ Đức
5952,"22, Hẻm 769 Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.25,,82.0,Chưa bàn giao,39.63,3.0,3.0,34.0,,,,Đông Nam,, Thành phố Thủ Đức
5953,"Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",1.5,,52.0,Đã bàn giao,28.85,2.0,,,,,,,, Quận Gò Vấp
5954,"LÔ C, Đường Lộ Tẻ, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",1.85,,89.0,Đã bàn giao,20.79,2.0,2.0,7.0,,,,Tây Bắc,, Quận Bình Tân
5955,"96/1C, Nguyễn Trãi, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",3.8,,28.0,Chưa bàn giao,135.71,1.0,1.0,,Đã có sổ,,,Nam,, Quận 1
5956,"223, Hẻm 149 Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",1.8,,73.0,Đã bàn giao,24.66,2.0,2.0,2.0,,,,,, Quận Tân Phú
5957,"134A Chung Cư phạm Thế Hiển phường 4 Quận 8 Tp.hcm, Phạm Thế HIỂN, Phường 4, Quận 8, Tp Hồ Chí Minh",2.3,,42.0,Chưa bàn giao,54.76,2.0,1.0,1.0,Đã có sổ,,,,, Quận 8
5958,"Block A, Đường D4, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3.55,,76.5,Đã bàn giao,46.41,2.0,2.0,13.0,,,,Nam,, Quận 7
5959,"Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.69,,73.0,Đã bàn giao,23.15,2.0,2.0,7.0,,,,Đông,, Huyện Bình Chánh
5960,"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",3.7,Melody Residences,85.2,Chưa bàn giao,43.43,3.0,2.0,16.0,,,,Bắc,, Quận Tân Phú
5961,"7, Đường Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh",3.5,,74.0,Đã bàn giao,47.3,2.0,2.0,14.0,,,,Nam,, Quận Bình Thạnh
5962,"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",2.75,Moonlight Park View,59.0,Đã bàn giao,46.61,2.0,,,Đã có sổ,,,,, Quận Bình Tân
5963,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.2,,61.0,Chưa bàn giao,52.46,2.0,1.0,14.0,,,Nam,,, Quận Bình Tân
5964,"90A, Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",4.6,Xi Grand Court,78.0,Đã bàn giao,58.97,2.0,2.0,,,,,,, Quận 10
5965,"27, Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",2.68,Carillon 2,70.0,Đã bàn giao,38.29,2.0,2.0,,Đã có sổ,,,,, Quận Tân Phú
5966,"Hẻm Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh",6.5,,155.0,Đã bàn giao,41.94,3.0,,,,,,,, Quận Phú Nhuận
5967,"Số 19, Cộng Hòa, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",3.78,Cộng Hòa Plaza,78.0,Đã bàn giao,48.46,2.0,2.0,13.0,Đã có sổ,,,,, Quận Tân Bình
5968,"Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh",4.6,The Flemington,90.0,Đã bàn giao,51.11,2.0,2.0,,,,,,, Quận 11
5969,"126, Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh",5.6,Hùng Vương Plaza,130.0,Đã bàn giao,43.08,3.0,3.0,,,,,,Căn góc, Quận 5
5970,"Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",4.5,,109.0,Đã bàn giao,41.28,2.0,,,,,,,, Quận Bình Thạnh
5971,"BLOCK B, Đường Số 10, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.6,,87.3,Đã bàn giao,52.69,3.0,2.0,6.0,,,,Đông Bắc,, Thành phố Thủ Đức
5972,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.45,Lavita Charm,68.0,Đã bàn giao,36.03,2.0,,20.0,Đang chờ sổ,,,,, Thành phố Thủ Đức
5973,"Số 1177, Số 1177 đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",3.5,D-Vela,110.0,Đã bàn giao,31.82,3.0,,,Đã có sổ,Nhà trống,,,, Quận 7
5974,"45, Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh",2.1,,100.1,Đã bàn giao,20.98,3.0,3.0,3.0,,,,,, Quận 8
5975,"Vĩnh Phú, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.2,,40.0,Chưa bàn giao,30.0,1.0,1.0,,,Nội thất đầy đủ,,,, Thành phố Thủ Đức
5976,"Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",6.0,,121.0,Đã bàn giao,49.59,3.0,3.0,,,,Đông,Tây Nam,, Quận 7
5977,"Chung Cư Ngô Tất Tố, Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh",2.85,,68.5,Đã bàn giao,41.61,2.0,1.0,,,,Bắc,Nam,, Quận Bình Thạnh
5978,"Phạm hùng, Phường 4, Quận 8, Tp Hồ Chí Minh",1.75,,64.0,Chưa bàn giao,27.34,2.0,1.0,,Đã có sổ,Nội thất cao cấp,,,, Quận 8
5979,"241/42, Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh",2.03,Starlight Riverside,72.0,Đã bàn giao,28.19,2.0,2.0,,,,,,Căn góc, Quận 6
5980,"01, Đường Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",2.6,,59.0,Đã bàn giao,44.07,2.0,2.0,6.0,,,,Nam,, Huyện Bình Chánh
5981,"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",4.2,Rivera Park Sài Gòn,75.0,Đã bàn giao,56.0,2.0,2.0,,,,,,, Quận 10
5982,"202, Nguyễn Duy Trinh, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.8,Homyland 1,117.0,Đã bàn giao,32.48,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
5983,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",4.55,Eco Green Sài Gòn,87.0,Đã bàn giao,52.3,3.0,2.0,,,,Tây Nam,,, Quận 7
5984,"8 trần hữu trang, Hẻm 8 Trần Hữu Trang, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",3.3,,31.3,Chưa bàn giao,105.43,1.0,1.0,,Đã có sổ,Bàn giao thô,,,, Quận Phú Nhuận
5985,"Tôn Thất Thuyết, Phường 1, Quận 4, Tp Hồ Chí Minh",2.0,Chung cư Tôn Thất Thuyết,50.0,Đã bàn giao,40.0,1.0,1.0,10.0,,,,,, Quận 4
5986,"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.6,Flora Novia,80.0,Đã bàn giao,45.0,3.0,2.0,,Đang chờ sổ,,,,, Thành phố Thủ Đức
5987,"c11.10, Hẻm 351 Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",1.75,,54.0,Đã bàn giao,32.41,1.0,1.0,11.0,,,,Tây Bắc,, Quận Gò Vấp
5988,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",1.56,Vinhomes Central Park,76.0,Đã bàn giao,20.53,2.0,2.0,,Đã có sổ,,,,, Quận Bình Thạnh
5989,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.4,Akari City,75.0,Đã bàn giao,45.33,2.0,,,,,,,, Quận Bình Tân
5990,"295, Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",3.3,An Gia Garden,83.0,Đã bàn giao,39.76,3.0,2.0,9.0,,,,,, Quận Tân Phú
5991,"1G, Đường Số 10, Phường 13, Quận 6, Tp Hồ Chí Minh",1.75,,47.0,Chưa bàn giao,37.23,2.0,1.0,10.0,,,Bắc,Nam,, Quận 6
5992,"295, Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",2.75,An Gia Garden,61.0,Đã bàn giao,45.08,2.0,2.0,6.0,,,,Tây,, Quận Tân Phú
5993,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.6,Centana Thủ Thiêm,59.0,Đã bàn giao,61.02,2.0,2.0,24.0,,,,,, Thành phố Thủ Đức
5994,"377, Tân Hương, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",0.52,,18.0,Đã bàn giao,28.89,1.0,1.0,,,Nội thất đầy đủ,,Tây Bắc,, Quận Tân Phú
5995,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",4.9,,50.0,Chưa bàn giao,98.0,1.0,1.0,,Giấy tờ khác,,Tây Nam,,, Quận 1
5996,"Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",2.7,,66.0,Chưa bàn giao,40.91,2.0,3.0,4.0,,,,,, Quận 12
5997,"Đường Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Phường 14, Quận 10, Tp Hồ Chí Minh",2.6,Chung cư Đào Duy Từ,68.0,Đã bàn giao,38.24,2.0,2.0,5.0,Đã có sổ,,,,, Quận 10
5998,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",4.2,Saigon South Residences,104.0,Đã bàn giao,40.38,3.0,2.0,,Đang chờ sổ,Bàn giao thô,,,, Huyện Nhà Bè
5999,"3 Tháng 2, Phường 12, Quận 10, Tp Hồ Chí Minh",1.95,,87.77,Chưa bàn giao,22.22,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 10
6000,"10, Hẻm 201 Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",4.47,,94.0,Đã bàn giao,47.55,2.0,2.0,10.0,,,,Tây Bắc,, Quận Bình Thạnh
6001,"Đường Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",8.6,,99.0,Đã bàn giao,86.87,3.0,,,Đã có sổ,,,,, Quận Phú Nhuận
6002,"Trần Phú, Phường 7, Quận 5, Tp Hồ Chí Minh",1.35,,40.0,Đã bàn giao,33.75,1.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 5
6003,"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",2.25,PiCity High Park,58.0,Đã bàn giao,38.79,2.0,1.0,,,,Tây,,, Quận 12
6004,"Hẻm 98 Đường Trương Định, Phường 9, Quận 3, Tp Hồ Chí Minh",1.8,,30.0,Đã bàn giao,60.0,1.0,1.0,1.0,Đã có sổ,,,,, Quận 3
6005,"Đường Số 15B nguyễn lương bằng nối dài, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1.77,,85.0,Đã bàn giao,20.82,2.0,3.0,,,,,,, Quận 7
6006,"15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",2.25,Orchid Park,83.0,Đã bàn giao,27.11,3.0,2.0,,,Nội thất cao cấp,,,, Huyện Nhà Bè
6007,"số 100, đường Cô Giang, Quận 1, TP HCM, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",2.48,Soho Residence,65.0,Đã bàn giao,38.15,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 1
6008,"vành đai 2, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.7,,52.0,Chưa bàn giao,32.69,1.0,,,,,,,, Thành phố Thủ Đức
6009,"Đường Song Hành, Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh",2.891,,72.22,Chưa bàn giao,40.03,2.0,2.0,,,,Đông,Tây,, Huyện Hóc Môn
6010,"Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",2.0,,80.0,Đã bàn giao,25.0,3.0,2.0,8.0,,,,Nam,, Quận 12
6011,"Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",1.48,,85.0,Đã bàn giao,17.41,2.0,2.0,,Đã có sổ,,,,, Quận 3
6012,"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",3.15,Moonlight Park View,78.0,Đã bàn giao,40.38,2.0,2.0,,Đã có sổ,,,,Căn góc, Quận Bình Tân
6013,"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh",3.15,Diamond Lotus Riverside,58.0,Đã bàn giao,54.31,2.0,1.0,,Đang chờ sổ,,Đông Nam,,, Quận 8
6014,"Đường Cây Keo, Phường Tam Phú, Thủ Đức, Hồ Chí Minh, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.65,Đạt Gia Residence Thủ Đức,60.0,Chưa bàn giao,27.5,2.0,2.0,,,,Tây,Đông Nam,, Thành phố Thủ Đức
6015,"48, Đường Vĩnh Hội, Phường 3, Quận 4, Tp Hồ Chí Minh",2.1,,75.0,Chưa bàn giao,28.0,2.0,1.0,3.0,,,,,, Quận 4
6016,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.85,"Celadon City_Block A, B, C",89.0,Chưa bàn giao,43.26,3.0,2.0,4.0,,,,Đông Bắc,, Quận Tân Phú
6017,"Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.65,Đạt Gia Residence Thủ Đức,60.0,Đã bàn giao,27.5,2.0,2.0,,,,,,, Thành phố Thủ Đức
6018,"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",2.24,Lavida Plus,53.0,Đã bàn giao,42.26,1.0,,,,,,,, Quận 7
6019,"11.04, 892 Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",2.35,,63.0,Đã bàn giao,37.3,2.0,2.0,11.0,,,,,, Quận 8
6020,"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",2.4,Diamond Riverside (City Gate Towers 2),73.0,Đã bàn giao,32.88,2.0,2.0,,,,Đông,Tây,, Quận 8
6021,"3 Tháng 2, Phường 13, Quận 10, Tp Hồ Chí Minh",1.26,,71.0,Chưa bàn giao,17.75,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận 10
6022,"Chung Cư Ngô Tất Tố 76B, Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh",2.55,,74.0,Đã bàn giao,34.46,2.0,1.0,3.0,,,Nam,Tây,, Quận Bình Thạnh
6023,"Đường Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.6,,38.0,Chưa bàn giao,68.42,3.0,,,,,,,, Thành phố Thủ Đức
6024,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",2.7,Hưng Phát Silver Star,75.0,Chưa bàn giao,36.0,2.0,2.0,18.0,,,,Tây Bắc,, Huyện Nhà Bè
6025,"86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh",4.8,Tản Đà Court,100.0,Đã bàn giao,48.0,3.0,2.0,10.0,,,,,, Quận 5
6026,"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2.1,The Era Town (A1 Riverside),97.0,Đã bàn giao,21.65,3.0,2.0,,,Nội thất đầy đủ,,,, Quận 7
6027,"lê đình cẩn, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",0.89,,45.0,Chưa bàn giao,19.78,1.0,1.0,,,,Nam,Nam,, Quận Bình Tân
6028,"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.42,EHome 3,50.0,Đã bàn giao,28.4,1.0,,,,,,,, Quận Bình Tân
6029,"Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",2.7,CTL Tower,82.0,Đã bàn giao,32.93,3.0,2.0,,,,,,, Quận 12
6030,"Đỗ Xuân Hợp, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.15,,40.0,Đã bàn giao,28.75,1.0,1.0,,,,,Đông Nam,, Thành phố Thủ Đức
6031,"Đường Nguyễn Văn Linh, xã Bình Hưng, huyện Bình Chánh, Tp.HCM, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",4.239,Mizuki Park,98.0,Đã bàn giao,43.26,3.0,,20.0,,,Nam,Bắc,, Huyện Bình Chánh
6032,"Đường Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.3,,54.0,Đã bàn giao,42.59,2.0,,,,,,,, Thành phố Thủ Đức
6033,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.4,Vinhomes Grand Park,90.0,Đã bàn giao,37.78,3.0,2.0,11.0,,,,,, Thành phố Thủ Đức
6034,"Tây Hòa, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.75,Chung Cư Ngô Thời Nhiệm,68.0,Chưa bàn giao,25.74,2.0,1.0,5.0,,,Đông,,, Thành phố Thủ Đức
6035,"Đường Số 7, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.85,,80.0,Đã bàn giao,23.13,2.0,2.0,12.0,,,,Đông Nam,, Huyện Bình Chánh
6036,"37, 37 37 Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",7.9,Hoàng Anh River View,149.0,Đã bàn giao,53.02,4.0,3.0,15.0,,,,Tây,, Thành phố Thủ Đức
6037,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",2.1,Green Town Bình Tân,68.0,Chưa bàn giao,30.88,2.0,2.0,5.0,,,,Bắc,, Quận Bình Tân
6038,"Nguyễn Văn Dung, Phường 6, Quận Gò Vấp, TPHCM, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",3.0,The Splendor,82.0,Đã bàn giao,36.59,2.0,2.0,5.0,,,,Đông,, Quận Gò Vấp
6039,"354/15C, Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",4.1,Chung cư Bưu Điện,86.0,Đã bàn giao,47.67,2.0,2.0,6.0,,,,Đông Bắc,, Quận 10
6040,"Quách Văn Tuấn, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",2.17,Chung cư K300,55.0,Đã bàn giao,39.45,2.0,1.0,5.0,,,,Nam,, Quận Tân Bình
6041,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",4.45,Celadon City,88.0,Đã bàn giao,50.57,2.0,2.0,,,Nhà trống,,,, Quận Tân Phú
6042,"Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",3.1,Khu căn hộ Sacomreal-584,105.0,Đã bàn giao,29.52,3.0,3.0,12.0,,,,,, Quận Tân Phú
6043,"17, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.76,4S Riverside Garden Bình Triệu,89.0,Đã bàn giao,42.25,2.0,2.0,,Đã có sổ,,Đông Nam,,, Thành phố Thủ Đức
6044,"B3.01, Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.0,,30.0,Đã bàn giao,33.33,1.0,1.0,1.0,,,,Đông,, Quận Bình Tân
6045,"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.863,MT Eastmark City,73.4,Chưa bàn giao,39.01,2.0,2.0,5.0,Đang chờ sổ,,,,, Thành phố Thủ Đức
6046,"số 3, Đường Số 63, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.65,,82.0,Đã bàn giao,32.32,3.0,2.0,15.0,,,,Đông Bắc,, Thành phố Thủ Đức
6047,"9, Số 2 Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",2.55,Khu căn hộ Res 3,72.0,Đã bàn giao,35.42,2.0,2.0,4.0,,,,Bắc,, Quận 7
6048,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.25,Mizuki Park,75.0,Chưa bàn giao,43.33,2.0,2.0,8.0,,,,Tây Bắc,, Huyện Bình Chánh
6049,"212, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",3.3,,60.0,Đã bàn giao,55.0,2.0,1.0,,,,,,, Quận 1
